Id,Count,Named,Original
gutenberg-blocks,7,unamed,gutenberg-blocks
ag-grid-react,7,unamed,ag-grid-react
asio,7,unamed,asio
custom-component,7,unamed,custom-component
github-webhook,7,Version Control,Version Control
autofocus,7,unamed,autofocus
stateless,7,unamed,stateless
materialize,7,unamed,materialize
turfjs,7,FrontEnd Developers,FrontEnd Developers
reactive-forms,7,unamed,reactive-forms
ace-editor,7,unamed,ace-editor
cache-invalidation,7,unamed,cache-invalidation
http-status-code-301,7,unamed,http-status-code-301
jquery-plugins,7,FrontEnd Developers,FrontEnd Developers
blueprintjs,7,FrontEnd Developers,FrontEnd Developers
arcgis,7,unamed,arcgis
clearinterval,7,unamed,clearinterval
code-injection,7,unamed,code-injection
hc-05,7,unamed,hc-05
preact,7,unamed,preact
artifacts,7,unamed,artifacts
configuration-files,7,unamed,configuration-files
orocrm,7,unamed,orocrm
gulp-sass,7,unamed,gulp-sass
xcode12beta6,7,Apple Developers,Apple Developers
google-maps-sdk-ios,7,Apple Developers,Apple Developers
flutter-ios,7,Apple Developers,Apple Developers
in-app-update,7,unamed,in-app-update
onappear,7,unamed,onappear
ios10,7,Apple Developers,Apple Developers
pushkit,7,unamed,pushkit
oslog,7,unamed,oslog
downgrade,7,unamed,downgrade
virtual-reality,7,unamed,virtual-reality
codable,7,unamed,codable
avcapture,7,unamed,avcapture
google-chrome-app,7,unamed,google-chrome-app
mobile-chrome,7,unamed,mobile-chrome
dismiss,7,unamed,dismiss
appicon,7,unamed,appicon
tcpclient,7,unamed,tcpclient
ios-provisioning,7,Apple Developers,Apple Developers
fbsdk,7,unamed,fbsdk
uilabel,7,unamed,uilabel
swift-protocols,7,Apple Developers,Apple Developers
metalkit,7,unamed,metalkit
for-in-loop,7,unamed,for-in-loop
skpaymenttransaction,7,unamed,skpaymenttransaction
swiftui-form,7,Apple Developers,Apple Developers
uipickerview,7,unamed,uipickerview
modifier,7,unamed,modifier
avaudioengine,7,unamed,avaudioengine
multipeer-connectivity,7,unamed,multipeer-connectivity
pjsip,7,FrontEnd Developers,FrontEnd Developers
nativescript-vue,7,unamed,nativescript-vue
nsurlsession,7,unamed,nsurlsession
uibezierpath,7,unamed,uibezierpath
scanning,7,unamed,scanning
avkit,7,unamed,avkit
cordova-plugin-ionic-webview,7,FrontEnd Developers,FrontEnd Developers
package-name,7,unamed,package-name
codegen,7,unamed,codegen
apple-vision,7,Apple Developers,Apple Developers
bonjour,7,unamed,bonjour
bitcode,7,unamed,bitcode
uitextview,7,unamed,uitextview
swift5.1,7,Apple Developers,Apple Developers
sprite-kit,7,unamed,sprite-kit
mapbox-ios,7,Apple Developers,Apple Developers
audio-converter,7,unamed,audio-converter
inversion-of-control,7,unamed,inversion-of-control
ios-navigationview,7,Apple Developers,Apple Developers
email-verification,7,unamed,email-verification
code-signing-entitlements,7,unamed,code-signing-entitlements
xlib,7,unamed,xlib
asdf-vm,7,unamed,asdf-vm
nsmenuitem,7,unamed,nsmenuitem
markup,7,unamed,markup
rpath,7,unamed,rpath
handshake,7,unamed,handshake
aws-codecommit,7,Version Control,Version Control
rebase,7,unamed,rebase
zsh-completion,7,unamed,zsh-completion
gac,7,unamed,gac
case-insensitive,7,unamed,case-insensitive
git-tag,7,Version Control,Version Control
mercurial,7,unamed,mercurial
kdiff3,7,unamed,kdiff3
tortoisehg,7,unamed,tortoisehg
web-development-server,7,unamed,web-development-server
insomnia,7,unamed,insomnia
subdocument,7,unamed,subdocument
arraybuffer,7,unamed,arraybuffer
handler,7,unamed,handler
kurento,7,unamed,kurento
passenger,7,unamed,passenger
shared-hosting,7,unamed,shared-hosting
mpeg-dash,7,unamed,mpeg-dash
janus,7,unamed,janus
kudu,7,unamed,kudu
webautomation,7,unamed,webautomation
joi,7,unamed,joi
facebook-ads-api,7,unamed,facebook-ads-api
data-transfer,7,unamed,data-transfer
yeoman-generator,7,unamed,yeoman-generator
serverless-offline,7,unamed,serverless-offline
supertest,7,unamed,supertest
datadog,7,unamed,datadog
chunking,7,unamed,chunking
mailgun,7,unamed,mailgun
tui,7,unamed,tui
elasticsearch-5,7,unamed,elasticsearch-5
passport-local,7,unamed,passport-local
redis-streams,7,unamed,redis-streams
argon2-ffi,7,unamed,argon2-ffi
koa,7,unamed,koa
native-module,7,unamed,native-module
google-assistant-sdk,7,unamed,google-assistant-sdk
spyon,7,unamed,spyon
koa2,7,unamed,koa2
cypher,7,unamed,cypher
sequelize-typescript,7,FrontEnd Developers,FrontEnd Developers
brave,7,unamed,brave
rrule,7,unamed,rrule
timeoutexception,7,unamed,timeoutexception
npm-audit,7,unamed,npm-audit
wasm-pack,7,unamed,wasm-pack
multiplatform,7,unamed,multiplatform
dependabot,7,unamed,dependabot
angular-cli-v8,7,FrontEnd Developers,FrontEnd Developers
hyper,7,unamed,hyper
nsspeechsynthesizer,7,unamed,nsspeechsynthesizer
commaide,7,unamed,commaide
disk,7,unamed,disk
iokit,7,unamed,iokit
mysql-5.7,7,Database Developers,Database Developers
libv8,7,unamed,libv8
noclassdeffounderror,7,unamed,noclassdeffounderror
crashlytics-beta,7,unamed,crashlytics-beta
zone,7,unamed,zone
hacker-news,7,unamed,hacker-news
realloc,7,unamed,realloc
shadow,7,unamed,shadow
flutter-futurebuilder,7,unamed,flutter-futurebuilder
run-app,7,unamed,run-app
android-location,7,Android & Java Developers,Android & Java Developers
customscrollview,7,unamed,customscrollview
static-code-analysis,7,unamed,static-code-analysis
rxdart,7,unamed,rxdart
android-sdk-2.3,7,Android & Java Developers,Android & Java Developers
android-ffmpeg,7,Android & Java Developers,Android & Java Developers
mix-blend-mode,7,unamed,mix-blend-mode
android-assets,7,Android & Java Developers,Android & Java Developers
flutterdriver,7,unamed,flutterdriver
restapi,7,unamed,restapi
platform,7,unamed,platform
nestedscrollview,7,unamed,nestedscrollview
android-flavors,7,Android & Java Developers,Android & Java Developers
reload,7,unamed,reload
loading,7,unamed,loading
p2p,7,unamed,p2p
overlapping,7,unamed,overlapping
ping,7,unamed,ping
phone-number,7,unamed,phone-number
admob-rewardedvideoad,7,unamed,admob-rewardedvideoad
flutter-method-channel,7,unamed,flutter-method-channel
cardview,7,unamed,cardview
phone-call,7,unamed,phone-call
call-recording,7,unamed,call-recording
googleplacesautocomplete,7,unamed,googleplacesautocomplete
masking,7,unamed,masking
laravel-socialite,7,FrontEnd Developers,FrontEnd Developers
standards-compliance,7,unamed,standards-compliance
cjk,7,unamed,cjk
hammer.js,7,FrontEnd Developers,FrontEnd Developers
office-store,7,unamed,office-store
vue-i18n,7,unamed,vue-i18n
draw,7,unamed,draw
firefox-developer-tools,7,unamed,firefox-developer-tools
multiple-monitors,7,unamed,multiple-monitors
vue-events,7,unamed,vue-events
comma-operator,7,unamed,comma-operator
antivirus,7,unamed,antivirus
clip,7,unamed,clip
virtualscroll,7,unamed,virtualscroll
mixed-content,7,unamed,mixed-content
mediasession,7,unamed,mediasession
html-to-pdf,7,FrontEnd Developers,FrontEnd Developers
keyframe,7,unamed,keyframe
indexof,7,unamed,indexof
kendo-ui,7,unamed,kendo-ui
actiontext,7,unamed,actiontext
response-headers,7,unamed,response-headers
referential-transparency,7,unamed,referential-transparency
private-methods,7,unamed,private-methods
vuelidate,7,unamed,vuelidate
mozilla,7,unamed,mozilla
docusaurus,7,unamed,docusaurus
treeview,7,unamed,treeview
here-api,7,unamed,here-api
here-maps-rest,7,unamed,here-maps-rest
outlook-addin,7,unamed,outlook-addin
appsource,7,unamed,appsource
gnome,7,unamed,gnome
ember-data,7,unamed,ember-data
saving-data,7,unamed,saving-data
positioning,7,unamed,positioning
load-testing,7,unamed,load-testing
actioncable,7,unamed,actioncable
rgba,7,unamed,rgba
tampermonkey,7,unamed,tampermonkey
referenceerror,7,unamed,referenceerror
drupal-8,7,unamed,drupal-8
folium,7,unamed,folium
http-status-code-405,7,unamed,http-status-code-405
jquery-ui,7,FrontEnd Developers,FrontEnd Developers
konvajs,7,FrontEnd Developers,FrontEnd Developers
nav,7,unamed,nav
jquery-events,7,FrontEnd Developers,FrontEnd Developers
textarea,7,unamed,textarea
reflect,7,unamed,reflect
ar.js,7,FrontEnd Developers,FrontEnd Developers
bower,7,unamed,bower
referrer,7,unamed,referrer
tiptap,7,unamed,tiptap
pact,7,unamed,pact
custom-sections,7,unamed,custom-sections
geoserver,7,unamed,geoserver
ngrx-store,7,unamed,ngrx-store
pylance,7,unamed,pylance
manjaro,7,unamed,manjaro
python-behave,7,Python & R Developers,Python & R Developers
auto-indent,7,unamed,auto-indent
language-server-protocol,7,unamed,language-server-protocol
pythonpath,7,Python & R Developers,Python & R Developers
zone.js,7,FrontEnd Developers,FrontEnd Developers
argoproj,7,unamed,argoproj
nest,7,unamed,nest
rdbms,7,unamed,rdbms
rxjs-observables,7,FrontEnd Developers,FrontEnd Developers
angular-validation,7,FrontEnd Developers,FrontEnd Developers
angular-module,7,FrontEnd Developers,FrontEnd Developers
qtwebengine,7,unamed,qtwebengine
date-range,7,unamed,date-range
logout,7,unamed,logout
azure-storage-account,7,unamed,azure-storage-account
eager-loading,7,unamed,eager-loading
generated,7,unamed,generated
angular-material-table,7,FrontEnd Developers,FrontEnd Developers
formgroups,7,unamed,formgroups
inspect,7,unamed,inspect
vector-graphics,7,unamed,vector-graphics
wakelock,7,unamed,wakelock
legacy-code,7,unamed,legacy-code
google-play-core,7,unamed,google-play-core
parcelable,7,unamed,parcelable
hangout,7,unamed,hangout
android-adapter,7,Android & Java Developers,Android & Java Developers
sceneform,7,unamed,sceneform
viewmodelproviders,7,unamed,viewmodelproviders
drawable,7,unamed,drawable
offline-mode,7,unamed,offline-mode
chromebook,7,unamed,chromebook
javafx-8,7,Android & Java Developers,Android & Java Developers
playback,7,unamed,playback
telephonymanager,7,unamed,telephonymanager
kotlinx.serialization,7,unamed,kotlinx.serialization
decompiling,7,unamed,decompiling
kotlin-coroutines-flow,7,unamed,kotlin-coroutines-flow
threadpoolexecutor,7,unamed,threadpoolexecutor
mediabrowserservicecompat,7,unamed,mediabrowserservicecompat
hypervisor,7,unamed,hypervisor
decompiler,7,unamed,decompiler
swipe-gesture,7,unamed,swipe-gesture
android-alertdialog,7,Android & Java Developers,Android & Java Developers
android-debug,7,Android & Java Developers,Android & Java Developers
open-source,7,unamed,open-source
circular-reference,7,unamed,circular-reference
android-audiomanager,7,Android & Java Developers,Android & Java Developers
android-orientation,7,Android & Java Developers,Android & Java Developers
azure-notificationhub,7,unamed,azure-notificationhub
android-notification.mediastyle,7,Android & Java Developers,Android & Java Developers
opentok,7,unamed,opentok
event-bus,7,unamed,event-bus
navigation-architecture,7,unamed,navigation-architecture
swiperefreshlayout,7,unamed,swiperefreshlayout
heremaps,7,unamed,heremaps
tracking,7,unamed,tracking
networkmanager,7,unamed,networkmanager
fatjar,7,unamed,fatjar
moshi,7,unamed,moshi
typeface,7,unamed,typeface
email-attachments,7,unamed,email-attachments
android-statusbar,7,Android & Java Developers,Android & Java Developers
androidjunitrunner,7,Android & Java Developers,Android & Java Developers
android-broadcast,7,Android & Java Developers,Android & Java Developers
egl,7,unamed,egl
sip,7,unamed,sip
android-api-levels,7,Android & Java Developers,Android & Java Developers
apache-httpclient-4.x,7,unamed,apache-httpclient-4.x
yuv,7,unamed,yuv
android-shapedrawable,7,Android & Java Developers,Android & Java Developers
upi,7,unamed,upi
android-snackbar,7,Android & Java Developers,Android & Java Developers
flow,7,unamed,flow
kiosk,7,Apple Developers,Apple Developers
explicit,7,unamed,explicit
java-annotations,7,Android & Java Developers,Android & Java Developers
apple-cryptokit,7,Apple Developers,Apple Developers
representation,7,unamed,representation
nonblocking,7,unamed,nonblocking
rijndael,7,unamed,rijndael
java-7,7,Android & Java Developers,Android & Java Developers
modulus,7,unamed,modulus
bytebuffer,7,unamed,bytebuffer
entitygraph,7,unamed,entitygraph
linkedhashmap,7,unamed,linkedhashmap
http-status-codes,7,unamed,http-status-codes
null-check,7,unamed,null-check
amazon-product-api,7,unamed,amazon-product-api
maven-deploy-plugin,7,Android & Java Developers,Android & Java Developers
coveralls,7,unamed,coveralls
sortedmap,7,unamed,sortedmap
week-number,7,unamed,week-number
netbeans-11,7,unamed,netbeans-11
null-object-pattern,7,unamed,null-object-pattern
openfeign,7,unamed,openfeign
ibm-mq,7,unamed,ibm-mq
code-duplication,7,unamed,code-duplication
spring-data-cassandra,7,Android & Java Developers,Android & Java Developers
scalatest,7,unamed,scalatest
mcrypt,7,unamed,mcrypt
java-http-client,7,Android & Java Developers,Android & Java Developers
kubernetes-metrics,7,unamed,kubernetes-metrics
hotswap,7,unamed,hotswap
footer,7,unamed,footer
spring-oauth2,7,Android & Java Developers,Android & Java Developers
applescript,7,Apple Developers,Apple Developers
dylib,7,unamed,dylib
grails,7,unamed,grails
spring-kafka-test,7,Android & Java Developers,Android & Java Developers
pojo,7,unamed,pojo
aws-sdk-java-2.0,7,Android & Java Developers,Android & Java Developers
elasticsearch-query,7,unamed,elasticsearch-query
openpyxl,7,unamed,openpyxl
multi-module,7,unamed,multi-module
solr,7,unamed,solr
cyclomatic-complexity,7,unamed,cyclomatic-complexity
g1gc,7,unamed,g1gc
blas,7,unamed,blas
invoke,7,unamed,invoke
spring-reactor,7,Android & Java Developers,Android & Java Developers
comparable,7,unamed,comparable
reverse-debugging,7,unamed,reverse-debugging
criteria-api,7,unamed,criteria-api
cucumber-java,7,Android & Java Developers,Android & Java Developers
spring-cloud-security,7,Android & Java Developers,Android & Java Developers
sqlconnection,7,Database Developers,Database Developers
undertow,7,unamed,undertow
netflix-eureka,7,unamed,netflix-eureka
jdeps,7,unamed,jdeps
stanford-nlp,7,unamed,stanford-nlp
reactor-kafka,7,unamed,reactor-kafka
checkmarx,7,unamed,checkmarx
ssh-tunnel,7,Version Control,Version Control
maven-shade-plugin,7,Android & Java Developers,Android & Java Developers
camunda,7,unamed,camunda
jfr,7,unamed,jfr
prepared-statement,7,unamed,prepared-statement
repo,7,unamed,repo
f-string,7,unamed,f-string
difference,7,unamed,difference
unnest,7,unamed,unnest
tcl,7,unamed,tcl
two-factor-authentication,7,unamed,two-factor-authentication
easyadmin,7,unamed,easyadmin
twitter-oauth,7,unamed,twitter-oauth
symfony-forms,7,unamed,symfony-forms
advanced-custom-fields,7,unamed,advanced-custom-fields
file-handling,7,unamed,file-handling
tinker,7,unamed,tinker
shopware6,7,unamed,shopware6
prestashop,7,unamed,prestashop
stockquotes,7,unamed,stockquotes
linode,7,unamed,linode
laravel-authentication,7,FrontEnd Developers,FrontEnd Developers
sendmail,7,unamed,sendmail
rhel8,7,unamed,rhel8
hidden,7,unamed,hidden
lexical-analysis,7,unamed,lexical-analysis
doc2vec,7,unamed,doc2vec
django-3.1,7,Python & R Developers,Python & R Developers
filenames,7,unamed,filenames
public-key-encryption,7,unamed,public-key-encryption
diffie-hellman,7,unamed,diffie-hellman
py2app,7,unamed,py2app
countvectorizer,7,unamed,countvectorizer
data-generation,7,unamed,data-generation
text-recognition,7,unamed,text-recognition
fread,7,unamed,fread
legend-properties,7,unamed,legend-properties
image-comparison,7,unamed,image-comparison
bytesio,7,unamed,bytesio
feather,7,unamed,feather
melt,7,unamed,melt
ttk,7,unamed,ttk
imblearn,7,unamed,imblearn
markers,7,unamed,markers
null-coalescing-operator,7,unamed,null-coalescing-operator
mixed-models,7,unamed,mixed-models
aws-msk,7,unamed,aws-msk
pexpect,7,unamed,pexpect
standard-deviation,7,unamed,standard-deviation
sys,7,unamed,sys
boto,7,unamed,boto
pdb,7,unamed,pdb
google-cloud-tpu,7,unamed,google-cloud-tpu
markov-chains,7,unamed,markov-chains
sensors,7,unamed,sensors
numpy-slicing,7,Python & R Developers,Python & R Developers
binance,7,unamed,binance
reportlab,7,unamed,reportlab
sequence-to-sequence,7,unamed,sequence-to-sequence
machine-translation,7,unamed,machine-translation
xhtml2pdf,7,FrontEnd Developers,FrontEnd Developers
gridsearchcv,7,unamed,gridsearchcv
vlc,7,unamed,vlc
django-q,7,Python & R Developers,Python & R Developers
click,7,unamed,click
kafka-python,7,Python & R Developers,Python & R Developers
keypress,7,unamed,keypress
qtvirtualkeyboard,7,unamed,qtvirtualkeyboard
poisson,7,unamed,poisson
holoviz,7,unamed,holoviz
accumulator,7,unamed,accumulator
set-operations,7,unamed,set-operations
parallelism-amdahl,7,unamed,parallelism-amdahl
google-app-engine-python,7,Python & R Developers,Python & R Developers
cudnn,7,unamed,cudnn
units-of-measurement,7,unamed,units-of-measurement
screen-resolution,7,unamed,screen-resolution
dqn,7,unamed,dqn
aws-elb,7,unamed,aws-elb
